ticker,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,topics,relevance_scores
AAL,Council of the Americas Selects JeffreyGroup as PR Counsel for the 2022 COA Symposium & 27th BRAVO Business Awards,https://www.prnewswire.com/news-releases/council-of-the-americas-selects-jeffreygroup-as-pr-counsel-for-the-2022-coa-symposium--27th-bravo-business-awards-301503377.html,20220315T192600,The Jeffrey Group,"COA plans to hold the forums in-person in Miami on October 28, 2022",,PR Newswire,n/a,www.prnewswire.com,0.029315,Neutral,0.058358,0.035283,Neutral,Life Sciences|Manufacturing|Energy & Transportation|Real Estate & Construction|Finance,0.2|0.2|0.2|0.2|0.2
AAL,Best Stocks To Invest In Now? 5 Travel Stocks In Focus,https://stockmarket.com/featured/best-stocks-to-invest-in-now-5-travel-stocks-in-focus-2022-03-15,20220315T183000,,"Could travel stocks be worth considering now as the world transitions toward living with the current pandemic?
The post Best Stocks To Invest In Now? 5 Travel Stocks In Focus appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2022/03/AAL-stock-chart.jpg,StockMarket.com,n/a,stockmarket.com,0.111282,Neutral,0.110225,0.127971,Neutral,Financial Markets|Earnings|Real Estate & Construction|Energy & Transportation|Technology,0.998962|0.995921|0.333333|0.333333|0.333333
AAL,Are the Airlines Finally a Buy? Check the Charts.,https://www.thestreet.com/investing/trading-airline-stocks-delta-united-american-oil-prices-chart-march-2022,20220315T174900,Bret Kenwell,"Airline stocks are on the mend, but are they about to experience more turbulence? Here's the trade.",https://www.thestreet.com/.image/t_share/MTg4MDg3NTM1Njk4NzE2NTY1/dal.png,The Street,n/a,www.thestreet.com,-0.305115,Somewhat-Bearish,0.351259,0.204744,Somewhat-Bullish,Earnings|Energy & Transportation|Financial Markets,0.108179|1.0|0.999186
AAL,"Stocks Climb As Oil Prices Fall; Travel Stocks Gain, But Oil Stocks Fall",https://www.investors.com/market-trend/stock-market-today/stocks-climb-as-oil-prices-fall-travel-stocks-gain-but-oil-stocks-fall/,20220315T172543,Investor's Business Daily|MICHAEL MOLINSKI,Stock Market Climbs As Oil Prices Fall; Travel Stocks Gain Investor's Business Daily,https://www.investors.com/wp-content/uploads/2020/07/Stock-americanairlines737-04-adobe.jpg,Investors Business Daily,n/a,www.investors.com,-0.210402,Somewhat-Bearish,0.152547,0.008583,Neutral,Energy & Transportation|Technology|Finance|Economy - Monetary|Financial Markets|Earnings|Real Estate & Construction,0.25|0.25|0.25|0.451494|0.858979|0.310843|0.25
AAL,"Stocks making the biggest moves midday: American Airlines, Starbucks, Peloton and more",https://www.cnbc.com/2022/03/15/stocks-making-the-biggest-moves-midday-american-airlines-starbucks-peloton-and-more.html,20220315T165804,Hannah Miao,These are the stocks posting the largest moves in midday trading.,https://image.cnbcfm.com/api/v1/image/107006359-1643151661271-gettyimages-1358308239-ay4i2167_29dcb899-2d51-4b8e-a749-3b041f9f9647.jpeg?v=1643202954,CNBC,Market Insider,www.cnbc.com,0.047373,Neutral,0.084394,0.195071,Somewhat-Bullish,Retail & Wholesale|Financial Markets|Energy & Transportation|Technology|Finance,0.25|0.413559|0.25|0.25|0.25
AAL,These 2 Hard-Hit Nasdaq Stocks Flew 10% Higher Tuesday,https://www.fool.com/investing/2022/03/15/these-2-hard-hit-nasdaq-stocks-flew-10-higher-tues/,20220315T165608,Dan Caplinger,The Nasdaq Composite finally mounted a big rebound.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F670534%2Fairplane-2022-gettyimages-1284745836.jpg&w=700&op=resize,Motley Fool,n/a,www.fool.com,0.201863,Somewhat-Bullish,0.249169,0.569129,Bullish,Earnings|Energy & Transportation|Financial Markets,0.316726|1.0|0.360215
AAL,Why Airline Stocks Are Soaring Today,https://www.fool.com/investing/2022/03/15/why-airline-stocks-are-soaring-today/,20220315T165535,Lou Whiteman,"The carriers say that despite higher oil prices, their recovery remains on track.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F670533%2Fairport-lounge-source-getty.jpg&w=700&op=resize,Motley Fool,n/a,www.fool.com,-0.020072,Neutral,0.138663,0.000733,Neutral,Earnings|Energy & Transportation|Financial Markets,0.365926|1.0|0.158519
AAL,Oil prices fall below $100 a barrel as China's Covid-19 outbreak threatens demand.,https://www.nytimes.com/2022/03/15/business/oil-prices-china.html,20220315T160410,,"Gas prices in the United States were lower on Tuesday. Stock markets rose, with the gains on Wall Street led by airlines.",https://static01.nyt.com/newsgraphics/images/icons/defaultPromoCrop.png,New York Times,Business,www.nytimes.com,-0.355104,Bearish,0.045551,-0.325908,Somewhat-Bearish,Economy - Monetary|Energy & Transportation|Financial Markets,0.310843|1.0|0.77141
AAL,Why American Airlines Shares Are Rising Today,https://www.benzinga.com/news/22/03/26148866/why-american-airlines-shares-are-rising-today,20220315T155600,,"American Airlines Group Inc  ( NASDAQ: AAL )  shares are trading higher Tuesday after the company updated first-quarter guidance and highlighted its improved outlook.
American Airlines originally guided for a 20% to 22% decline in revenue during the first quarter, compared to the first ...Full story",https://cdn.benzinga.com/files/imagecache/story_image_685x375C/images/story/2012/aircraft-exterior-aa-737-livery-left-rear_0.jpg,Benzinga,News,www.benzinga.com,-0.251258,Somewhat-Bearish,0.917456,-0.248235,Somewhat-Bearish,Energy & Transportation|Financial Markets,1.0|0.108179
AAL,American Airlines stock surges toward biggest gain in more than a year after carrier raises revenue outlook,https://www.marketwatch.com/story/american-airlines-stock-surges-toward-biggest-gain-in-more-than-a-year-after-raised-revenue-outlook-11647360648,20220315T152400,Tomi Kilgore,"Shares of airline operators enjoyed a broad rally Tuesday, following higher revenue outlooks from a number of major carriers and as a further pullback in crude oil prices helped soothe concerns over rising fuel costs.",https://images.mktw.net/im-505165/social,MarketWatch,Top Stories,www.marketwatch.com,0.095486,Neutral,0.126985,0.071257,Neutral,Financial Markets|Earnings|Energy & Transportation|Technology,0.796627|0.413559|0.5|0.5
AAL,"Stock Market Today: Dow Jones, S&P 500 Opens Higher As Oil Prices Fall; Gitlab  ( GTLB )  Up On Earnings Beat",https://stockmarket.com/featured/stock-market-today-dow-jones-s-gitlab-gtlb-up-on-earnings-beat-2022-03-15,20220315T141439,,"The markets open higher as oil prices fall and lighter than expected inflation report.
The post Stock Market Today: Dow Jones, S&P 500 Opens Higher As Oil Prices Fall; Gitlab  ( GTLB )  Up On Earnings Beat appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.co",https://lh5.googleusercontent.com/IyG6D0W6TJnsFYZGDssrlkbe-446zHupx_io1lxlG-udihq5o09e2za5gLsO2kCyV5puY1pascZvV2g8VwGmlRoz0rb3EBZ06b2FIRf4kLBL5B4-eI_gJcT7a1BE3h6pvXaahZ9m,StockMarket.com,n/a,stockmarket.com,-0.100914,Neutral,0.080162,-0.008322,Neutral,Life Sciences|Energy & Transportation|Technology|Finance|Economy - Monetary|Financial Markets|Manufacturing|Earnings|Real Estate & Construction,0.166667|0.166667|0.166667|0.166667|0.310843|0.999896|0.166667|0.998932|0.166667
AAL,Stocks rally on Wall Street as oil prices keep falling,https://apnews.com/article/russia-ukraine-covid-health-business-bangkok-55d48b98423517c5d75a2d83a03f1f67,20220315T135230,,Stocks rise on Wall Street after oil prices tumble again The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/a15a1962ba2e4f87a96929faf34fc877/3000.jpeg,Associated Press,Markets,apnews.com,-0.386416,Bearish,0.041901,0.176185,Somewhat-Bullish,Economy - Monetary|Financial Markets|Earnings|Energy & Transportation,0.998626|0.999767|0.360215|1.0
AAL,Stocks rally on Wall Street as oil prices keep falling,https://apnews.com/article/russia-ukraine-covid-health-business-bangkok-55d48b98423517c5d75a2d83a03f1f67,20220315T135230,,Stocks rise on Wall Street after oil prices tumble again The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/a15a1962ba2e4f87a96929faf34fc877/3000.jpeg,Associated Press,Markets,apnews.com,-0.383859,Bearish,0.04161,0.160242,Somewhat-Bullish,Economy - Monetary|Financial Markets|Earnings|Energy & Transportation,0.998626|0.999767|0.360215|1.0
AAL,Stocks rally on Wall Street as oil prices keep falling,https://apnews.com/article/russia-ukraine-covid-health-business-bangkok-55d48b98423517c5d75a2d83a03f1f67,20220315T135230,,Stocks rise on Wall Street after oil prices tumble again The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/a15a1962ba2e4f87a96929faf34fc877/3000.jpeg,Associated Press,Markets,apnews.com,-0.371578,Bearish,0.035773,0.160242,Somewhat-Bullish,Economy - Monetary|Financial Markets|Earnings|Energy & Transportation,0.999682|0.999767|0.360215|1.0
AAL,"United Airlines, Delta, American Airlines Stock Leap As Carriers See Post Covid Travel Boost Offsetting Fuel Increase",https://www.thestreet.com/markets/united-delta-american-stock-leap-amid-post-covid-travel-boost,20220315T124600,Martin Baccardax,U.S. airlines are seeing a solid post-Covid demand boost that looks to offset a surge in jet fuel prices linked to the ongoing volatility in global crude prices.,https://www.thestreet.com/.image/ar_16:9%2Cc_fill%2Ccs_srgb%2Cfl_progressive%2Cg_faces:center%2Cq_auto:good%2Cw_620/MTg3Mjk3NzUzNzU4NDQzNDA1/royal-caribbean.jpg,The Street,n/a,www.thestreet.com,-0.037055,Neutral,0.228073,-0.274683,Somewhat-Bearish,Financial Markets|Manufacturing|Earnings|Energy & Transportation,0.538269|0.5|0.214378|0.5
AAL,Airline Ticket Sales Exceed a 2019 Milestone for the First Time,https://www.nytimes.com/2022/03/15/business/airlines-travel.html,20220315T120008,,"February bookings for U.S. travel beat those preceding the pandemic, a survey found. Summer looks promising for the industry, if fuel costs cooperate.",https://static01.nyt.com/images/2022/03/15/business/15airlines-01/15airlines-01-articleLarge.jpg?quality=75&auto=webp&disable=upscale,New York Times,Business,www.nytimes.com,-0.264238,Somewhat-Bearish,0.036239,-0.202251,Somewhat-Bearish,Economy - Monetary|Energy & Transportation|Financial Markets,0.310843|1.0|0.650727
AAL,The complete guide to the American Express Membership Rewards program,https://www.cnn.com/2022/03/14/cnn-underscored/money/american-express-membership-rewards-guide,20220314T184500,Ariana Arghandewal,Your ultimate guide to the American Express Membership Rewards program CNN,"https://media.cnn.com/api/v1/images/stellar/prod/210927233721-underscored-american-express-logo-on-credit-card.jpg?q=x_0,y_0,h_1800,w_3198,c_fill/h_270,w_480",CNN,Economy,www.cnn.com,0.311103,Somewhat-Bullish,0.031172,-0.0269,Neutral,Retail & Wholesale|Earnings|Energy & Transportation|Finance,0.333333|0.310843|0.333333|0.333333
AAL,The complete guide to the American Express Membership Rewards program,https://www.cnn.com/2022/03/14/cnn-underscored/money/american-express-membership-rewards-guide/index.html,20220314T184500,Ariana Arghandewal,Your ultimate guide to the American Express Membership Rewards program CNN,"https://media.cnn.com/api/v1/images/stellar/prod/210927233721-underscored-american-express-logo-on-credit-card.jpg?q=x_0,y_0,h_1800,w_3198,c_fill/h_270,w_480",CNN,Economy,www.cnn.com,0.311103,Somewhat-Bullish,0.031172,-0.0269,Neutral,Retail & Wholesale|Earnings|Energy & Transportation|Finance,0.333333|0.310843|0.333333|0.333333
AAL,Airline Industry Heads Back To Normal As Analyst Sees 'Insatiable' Demand,https://www.forbes.com/sites/tedreed/2022/03/14/airline-industry-heads-back-to-normal-as-analyst-sees-insatiable-demand/,20220314T142831,Ted Reed,"Air travel has resumed, oil prices may be falling and winter ends next week. Is that enough to kick start the airline industry for 2022?",https://thumbor.forbes.com/thumbor/400x0/smart/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F604063950399d41bf078c45a%2F960x0.jpg%3FcropX1%3D0%26cropX2%3D1080%26cropY1%3D0%26cropY2%3D1080,Forbes,Business,www.forbes.com,0.008323,Neutral,0.08744,0.008861,Neutral,Energy & Transportation|Finance,0.5|0.5
AAL,Democrats say Spirit-Frontier merger could boost airfares,https://apnews.com/article/airline-merger-spirit-frontier-business-travel-74227e4cb03ce24930282c6b337d0e8e,20220311T225809,,Democrats say Spirit-Frontier merger could boost airfares The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/afs:Medium:751921853724/700.png,Associated Press,Business,apnews.com,-0.15578,Somewhat-Bearish,0.128684,-0.256239,Somewhat-Bearish,Economy - Monetary|Energy & Transportation,0.158519|1.0
AAL,Democrats say Spirit-Frontier merger could boost airfares,https://apnews.com/article/airline-merger-spirit-frontier-business-travel-74227e4cb03ce24930282c6b337d0e8e,20220311T225809,,Democrats say Spirit-Frontier merger could boost airfares The Associated Press - en Español,https://storage.googleapis.com/afs-prod/media/e7f804ace6c24c42994817e1914ff615/2000.jpeg,Associated Press,Business,apnews.com,-0.097031,Neutral,0.107447,-0.256239,Somewhat-Bearish,Economy - Monetary|Energy & Transportation,0.310843|1.0
AAL,Why United and American Airlines Topped the Market Today,https://www.fool.com/investing/2022/03/10/why-united-and-american-airlines-topped-the-market/,20220310T234300,Eric Volkman,"Several factors combined to provide investors a lift, particularly for United.",https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F670028%2Fgettyimages-1305805559.jpg&w=700&op=resize,Motley Fool,n/a,www.fool.com,0.197902,Somewhat-Bullish,0.143586,0.398535,Bullish,Energy & Transportation|Financial Markets,1.0|0.796627
AAL,American Airlines  ( AAL )  Dips More Than Broader Markets: What You Should Know,https://www.zacks.com/stock/news/1880538/american-airlines-aal-dips-more-than-broader-markets-what-you-should-know,20220310T230026,Zacks Investment Research,"American Airlines (AAL) closed at $14.20 in the latest trading session, marking a -0.7% move from the prior day.",https://staticx-tuner.zacks.com/images/default_article_images/default311.jpg,Zacks Commentary,n/a,www.zacks.com,-0.053209,Neutral,0.524249,-0.010557,Neutral,Earnings|Energy & Transportation|Financial Markets,0.839681|1.0|0.214378
AAL,Why Is United Bringing Back Unvaccinated Flight Attendants?,https://www.thestreet.com/investing/why-is-united-bringing-back-unvaccinated-flight-attendants,20220310T215400,Veronika Bondarenko,An internal memo shows that United Airlines plans to bring back unvaccinated employees on unpaid leave on March 28.,https://www.thestreet.com/.image/t_share/MTg1ODgxMTc3MTc1ODkzNjk5/vaccine_2.jpg,The Street,n/a,www.thestreet.com,-0.214214,Somewhat-Bearish,0.247838,-0.212943,Somewhat-Bearish,Energy & Transportation,1.0
AAL,Want to Understand the Red-State Onslaught? Look at Florida.,https://www.theatlantic.com/politics/archive/2022/03/florida-dont-say-gay-law/627021/,20220310T160356,Ronald Brownstein,Florida's Don't Say Gay Law Is Just the Beginning The Atlantic,https://cdn.theatlantic.com/thumbor/s2CyBYUWUCQ1vAIN1jXCYnPPR5I=/0x0:5014x2820/960x540/media/img/mt/2022/03/image/original.png,The Atlantic,n/a,www.theatlantic.com,-0.308486,Somewhat-Bearish,0.012415,-0.473382,Bearish,Energy & Transportation|Financial Markets,1.0|0.108179
AAL,Leaving Russia is an easy stand for many western companies,https://www.upi.com/Voices/2022/03/10/companies-leave-Russia/8761646919049/,20220310T142254,,"IKEA, Nike and H&M are temporarily closing their Russian stores. Disney, Sony and Warner Bros. paused the release of new films in Russia. Apple, Samsung and Microsoft stopped selling their products there. McKinsey, Ernst & Young and many other top accounting and consulting firms said they are leaving the Russian market -- possibly for good.",https://cdnph.upi.com/sv/ph/og/upi/8761646919049/2022/1/5e7a4ba32a5f033fb8878f1fa7ea787d/v1.5/Leaving-Russia-is-an-easy-stand-for-many-western-companies.jpg,UPI Business,n/a,www.upi.com,-0.316895,Somewhat-Bearish,0.036443,-0.082663,Neutral,Retail & Wholesale|Manufacturing|Energy & Transportation|Technology,0.25|0.25|0.25|0.25
AAL,FTX Enters Music Scene With Tomorrowland Festival Tie Up,https://decrypt.co/94777/ftx-enters-music-scene-tomorrowland-festival-tie-up,20220310T140106,Decrypt / Ben Munster,"Crypto exchange FTX is partnering with one of the world's largest music festivals in a bid to sell NFTs to its 400,000 strong base.",https://cdn.decrypt.co/resize/1536/wp-content/themes/decrypt-media/assets/images/newsletter-adunit-vector.png,Decrypt.co,n/a,decrypt.co,0.046733,Neutral,0.10197,0.010278,Neutral,Energy & Transportation|Blockchain,1.0|0.158519
AAL,"Inflation is seen climbing to 7.8 percent in February, a new four-decade high.",https://www.nytimes.com/live/2022/03/10/business/cpi-inflation-ukraine-stocks,20220310T132625,,"Consumer Price Index inflation has been boosted by gas prices, but also by increases across a wide variety of products and services.",https://static01.nyt.com/images/2022/03/10/business/10dc-inflation/merlin_203187615_3aad9707-52e9-43e2-bf8a-7c7bac263461-articleLarge.jpg?quality=75&auto=webp&disable=upscale,New York Times,Business,www.nytimes.com,-0.158885,Somewhat-Bearish,0.009073,-0.132071,Neutral,Energy & Transportation|Finance|Economy - Monetary|Economy - Fiscal|Retail & Wholesale|Financial Markets|Manufacturing|Earnings,0.25|0.25|1.0|0.310843|0.25|0.108179|0.25|0.310843
AAL,"Spirit-Frontier merger could hurt airline competition, legislators say.",https://www.nytimes.com/2022/03/10/business/spirit-frontier-airline-merger.html,20220310T120009,,"A group of progressive senators and House members urged federal officials to scrutinize the plan, saying it could harm travelers and workers.",https://static01.nyt.com/images/2022/03/10/business/10economy-briefing-spirit/merlin_203183109_4cd5e22e-fd7d-40a0-91c1-00e3c878a9e4-articleLarge.jpg?quality=75&auto=webp&disable=upscale,New York Times,Dealbook,www.nytimes.com,-0.239374,Somewhat-Bearish,0.060679,-0.457577,Bearish,Energy & Transportation|Manufacturing,0.5|0.5
AAL,A New Era Begins at the Amelia Island Car Show,https://www.barrons.com/articles/a-new-era-begins-at-the-amelia-island-car-show-01646858203,20220309T203600,Jim Motavalli,"The Amelia Island Concours d'Elegance is now simply The Amelia, one of the changes wrought as the Florida event founded by Bill Warner 26 years ago is taken over by Hagerty. The classic car insurance giant has also acquired concours in Detroit and Greenwich, Connecticut, as well as, in 2017, Driveshare, an Airbnb-type peer-to-peer enthusiast car rental community.",https://images.barrons.com/im-501651?width=700&height=491,Barrons,n/a,www.barrons.com,-0.08755,Neutral,0.038407,-0.534067,Bearish,Energy & Transportation,1.0
AAL,Why Airline Stocks Are Soaring Higher Today,https://www.fool.com/investing/2022/03/09/why-airline-stocks-are-soaring-today/,20220309T182331,Lou Whiteman,Oil's retreat gives airline investors a reason for hope.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F669744%2Fpassenger-airplane-getting-ready-for-flight-fueling-source-getty.jpg&w=700&op=resize,Motley Fool,n/a,www.fool.com,-0.027138,Neutral,0.158415,-0.027138,Neutral,Energy & Transportation,1.0
AAL,Why General Electric Stock Is Soaring Today,https://www.fool.com/investing/2022/03/09/2-big-reasons-general-electric-stock-soaring-today/,20220309T180800,Neha Chamaria,General Electric may have just given investors a reason to turn optimistic about the company.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F669737%2Fa-person-analyzing-rising-stock-price-charts-on-a-smartphone-with-a-stock-price-display-board-in-the-background.jpg&w=700&op=resize,Motley Fool,n/a,www.fool.com,0.026275,Neutral,0.093434,0.003897,Neutral,Financial Markets|Manufacturing|Energy & Transportation|Technology,0.214378|0.333333|0.333333|0.333333
AAL,Looking At American Airlines Group's Recent Whale Trades,https://www.benzinga.com/markets/options/22/03/26066724/looking-at-american-airlines-groups-recent-whale-trades,20220309T180304,Benzinga Insights,"A whale with a lot of money to spend has taken a noticeably bearish stance on American Airlines Group.
Looking at options history for American Airlines Group  ( NASDAQ:AAL )  we detected 49 strange trades.
If we consider the specifics of each trade, it is accurate to state that 48% of the investors ",https://www.benzinga.com/files/images/story/2022/1646848879_0.png,Benzinga,Markets,www.benzinga.com,0.110185,Neutral,0.565858,-0.025108,Neutral,Earnings|Energy & Transportation|Financial Markets,0.158519|1.0|0.990999
AAL,Here are some of the businesses that have pledged to cut ties with Russia.,https://www.nytimes.com/article/russia-invasion-companies.html,20220309T165329,,"Under pressure from investors and consumers, many Western companies have started to unwind their investments, close stores and pause sales in Russia.",https://static01.nyt.com/images/2022/03/09/multimedia/09econ-brf-exit/09econ-brf-exit-articleLarge.jpg?quality=75&auto=webp&disable=upscale,New York Times,Business,www.nytimes.com,-0.350201,Bearish,0.065363,-0.51531,Bearish,Life Sciences|Energy & Transportation|Technology|Finance|Retail & Wholesale|Financial Markets|Manufacturing|Earnings,0.166667|0.166667|0.166667|0.166667|0.166667|0.108179|0.166667|0.495866
AAL,Strength Seen in American Airlines  ( AAL ) : Can Its 5.2% Jump Turn into More Strength?,https://www.zacks.com/stock/news/1879720/strength-seen-in-american-airlines-aal-can-its-52-jump-turn-into-more-strength,20220309T155700,Zacks Investment Research,American Airlines (AAL) saw its shares surge in the last session with trading volume being higher than average. The latest trend in earnings estimate revisions may not translate into further price increase in the near term.,https://staticx-tuner.zacks.com/images/default_article_images/default61.jpg,Zacks Commentary,n/a,www.zacks.com,-0.061979,Neutral,0.706644,-0.069401,Neutral,Earnings|Energy & Transportation|Financial Markets,0.95493|1.0|0.316726
AAL,"BrandingBusiness Successfully Supports Granford Rebranding, a Leader in Global Sourcing and Manufacturing Formerly Known as Rubicon Ventures in the U.S.",https://www.benzinga.com/pressreleases/22/03/n26059981/brandingbusiness-successfully-supports-granford-rebranding-a-leader-in-global-sourcing-and-manufac,20220309T133300,,"IRVINE, Calif., March 9, 2022 /PRNewswire/ -- BrandingBusiness, the leading brand strategy agency with offices in California, New York, and London, is proud to have provided brand development support for the recent rebranding of Granford, a leader in  global sourcing and manufacturing formerly known",https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,Benzinga,News,www.benzinga.com,0.026158,Neutral,0.087249,0.026158,Neutral,Energy & Transportation|Technology|Finance,0.333333|0.333333|0.333333
AAL,Pick This Stock Over American Airlines As The Dip Ends,https://www.forbes.com/sites/greatspeculations/2022/03/09/pick-this-stock-over-american-airlines-as-the-dip-ends/,20220309T103044,Trefis Team,"The shares of American Airlines and Delta Air Lines are observing a steep decline due to rising fuel prices and an overall geopolitical risk premium weighing on the broader market. Moreover, both companies do not have significant fuel hedging contracts to safeguard against short-term spikes...",https://imageio.forbes.com/specials-images/imageserve/60f81b7bda0157e0a06b55da/0x0.jpg?format=jpg&width=1200&fit=bounds,Forbes,Money,www.forbes.com,-0.20393,Somewhat-Bearish,0.356025,-0.263015,Somewhat-Bearish,Energy & Transportation|Financial Markets,1.0|0.650727
AAL,Dow falls 184 points after U.S. announces Russia oil ban,https://www.upi.com/Top_News/US/2022/03/08/Dow-falls-184-markets-give-up-gains-US-announces-Russia-oil-ban/9731646774856/,20220308T221844,,"The Dow Jones Industrial Average fell 184.74 points, or 0.56%, after having risen more than 585 points earlier in the session, while the S&P 500 dropped 0.72% as both indexes fell deeper into correction territory. The Nasdaq Composite fell further into bear market territory as it slid 0.28%.",https://cdnph.upi.com/sv/ph/og/upi/9731646774856/2022/1/985761141e0ddc52b6304c293e200b0d/v1.5/Dow-falls-184-points-after-US-announces-Russia-oil-ban.jpg,UPI Business,n/a,www.upi.com,-0.206173,Somewhat-Bearish,0.108271,-0.026083,Neutral,Economy - Monetary|Retail & Wholesale|Manufacturing|Energy & Transportation,0.310843|0.333333|0.333333|0.333333
AAL,American Airlines to Present at 2022 J.P. Morgan Industrials Conference,https://www.globenewswire.com/news-release/2022/03/08/2399344/0/en/American-Airlines-to-Present-at-2022-J-P-Morgan-Industrials-Conference.html,20220308T200000,Inc.|American Airlines,"FORT WORTH, Texas, March  08, 2022   ( GLOBE NEWSWIRE )  -- American Airlines Group Inc.  ( NASDAQ: AAL )  Chairman and CEO Doug Parker will present at the 2022 J.P. Morgan Industrials Conference on Tuesday, March 15, at 9:30 a.m. CT.",https://ml.globenewswire.com/Resource/Download/ee9646a2-bf4d-4673-95fd-9c41b00a70da?size=1,GlobeNewswire,n/a,www.globenewswire.com,0.015409,Neutral,0.930964,0.015409,Neutral,Energy & Transportation,1.0
AAL,American Airlines to Present at 2022 J.P. Morgan Industrials Conference,https://www.benzinga.com/pressreleases/22/03/g26047587/american-airlines-to-present-at-2022-j-p-morgan-industrials-conference,20220308T200000,,"FORT WORTH, Texas, March  08, 2022   ( GLOBE NEWSWIRE )  -- American Airlines Group Inc.  ( NASDAQ:AAL )  Chairman and CEO Doug Parker will present at the 2022 J.P. Morgan Industrials Conference on Tuesday, March 15, at 9:30 a.m. CT.
A ...Full story available on Benzinga.com",https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,Benzinga,News,www.benzinga.com,0.011464,Neutral,0.916656,0.011464,Neutral,Energy & Transportation,1.0
AAL,"Chart Wars: Between American And United Airlines, Which Stock Will Bounce Higher?",https://www.benzinga.com/trading-ideas/technicals/22/03/26044994/chart-wars-between-american-and-united-airlines-which-stock-will-bounce-higher,20220308T173514,Melanie Schaffer,"American Airlines Group, Inc  ( NASDAQ: AAL )  and United Airlines Holdings, Inc  ( NASDAQ: UAL )  plummeted 25% and 30%, respectively, between March 1 and March 7 amid geopolitical uncertainty and soaring gas prices, which will spill over to ticket prices.
The stocks have mostly been trading in dow",https://www.benzinga.com/files/u278075/aal_mar._8.png,Benzinga,General,www.benzinga.com,-0.148162,Neutral,0.756688,-0.237966,Somewhat-Bearish,Earnings|Energy & Transportation|Financial Markets,0.158519|1.0|0.54554
AAL,Boeing's airplane deliveries slipped in February as Dreamliner problem lingers,https://www.cnbc.com/2022/03/08/boeing-airplane-deliveries-slipped-in-february-dreamliner-problem-lingers.html,20220308T160008,Leslie Josephs,"Boeing handed over 22 planes to customers in February, its fewest since August.",https://image.cnbcfm.com/api/v1/image/106961012-16342972072021-10-15t004728z_362267429_rc20aq9nf9on_rtrmadp_0_boeing-737max.jpeg?v=1634297280,CNBC,Business,www.cnbc.com,-0.441999,Bearish,0.230892,-0.398784,Bearish,Energy & Transportation,1.0
AAL,Travel Demand Aids American Airlines  ( AAL )  Amid High Debt,https://www.zacks.com/stock/news/1878958/travel-demand-aids-american-airlines-aal-amid-high-debt,20220308T135300,Zacks Investment Research,"American Airlines (AAL) banks on rising air-travel demand and cargo revenues. However, high fuel cost is limiting the bottom line.",https://staticx-tuner.zacks.com/images/articles/main/f0/3601.jpg,Zacks Commentary,n/a,www.zacks.com,0.183639,Somewhat-Bullish,0.279493,0.495467,Bullish,Energy & Transportation|Financial Markets,1.0|0.161647
